No.,Time,Source,Destination,Protocol,Length,Info,
2269,34.96941,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2270,34.971036,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2271,34.972416,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2272,34.973771,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2273,34.975128,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2274,34.976644,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2275,34.977984,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2276,34.979239,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2277,34.980542,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown[Malformed Packet]",yes
2278,34.981878,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2279,34.983186,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2280,34.984473,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2281,34.985685,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2282,34.986952,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2283,34.98843,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2284,34.989785,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2285,34.991072,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2286,34.992387,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown[Malformed Packet]",yes
2287,34.994137,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2288,34.996286,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2289,34.998368,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2290,34.99994,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2291,35.001356,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2292,35.002994,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2293,35.004416,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2294,35.005837,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2295,35.007291,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2296,35.008852,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown[Malformed Packet]",yes
2297,35.01027,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2298,35.011726,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown[Malformed Packet]",yes
2299,35.013182,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2300,35.014693,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2301,35.016439,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2302,35.017896,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2303,35.019372,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2304,35.020946,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2305,35.022356,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2306,35.023886,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, MONITOR[Malformed Packet]",yes
2307,35.025368,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2308,35.026725,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2309,35.028019,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2310,35.029631,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2311,35.03098,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2312,35.032345,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2313,35.03356,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2314,35.034823,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2315,35.036156,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2316,35.037404,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2317,35.038677,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2318,35.040296,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2319,35.041938,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2320,35.043376,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2321,35.04467,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2322,35.045953,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2323,35.047207,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2324,35.048632,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2325,35.049953,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2326,35.051261,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2327,35.052542,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2328,35.054005,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2329,35.055416,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown",yes
2330,35.05688,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2331,35.058154,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2332,35.059512,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2333,35.0608,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2334,35.062083,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2335,35.063365,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2336,35.064759,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2337,35.066462,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2338,35.067762,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2339,35.069035,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2340,35.07034,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2341,35.072072,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2342,35.073981,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown[Malformed Packet]",yes
2343,35.075415,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2344,35.076883,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2345,35.078345,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2346,35.081638,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2347,35.083367,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, LOOP_INFO[Malformed Packet]",yes
2348,35.084752,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2349,35.086366,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2350,35.087788,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2351,35.089129,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2352,35.090575,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2353,35.091959,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2354,35.093565,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2355,35.095277,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2356,35.096786,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2357,35.098142,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2358,35.099518,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2359,35.100908,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2360,35.102751,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2361,35.104211,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2362,35.105616,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2363,35.106903,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2364,35.108468,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2365,35.109864,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2366,35.111332,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2367,35.112716,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2368,35.114057,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2369,35.11546,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, HOSTNAME_ASSOCID",yes
2370,35.116873,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2371,35.119857,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2372,35.122349,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2373,35.123969,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2374,35.125491,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown[Malformed Packet]",yes
2375,35.1269,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2376,35.128359,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2377,35.129763,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2378,35.1313,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2379,35.133019,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2380,35.134449,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2381,35.135835,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2382,35.137546,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2383,35.138877,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2384,35.140346,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2385,35.141743,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2386,35.143076,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2387,35.144342,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2388,35.145698,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2389,35.146961,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2390,35.148422,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2391,35.149884,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2392,35.151155,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown",yes
2393,35.152441,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2394,35.153824,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2395,35.155089,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2396,35.156362,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2397,35.157607,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2398,35.158862,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2399,35.160152,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2400,35.161646,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2401,35.162859,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2402,35.164255,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2403,35.165555,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2404,35.166815,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2405,35.168065,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2406,35.169337,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2407,35.170631,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2408,35.171933,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2409,35.173414,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2410,35.174703,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2411,35.175996,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2412,35.177321,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2413,35.178584,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2414,35.179992,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2415,35.181241,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2416,35.182599,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2417,35.18385,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2418,35.185341,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2419,35.186596,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2420,35.187843,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2421,35.189104,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2422,35.190383,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2423,35.191745,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2424,35.192998,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2425,35.19424,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2426,35.195676,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2427,35.197131,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2428,35.198466,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2429,35.199748,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2430,35.201069,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2431,35.20233,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2432,35.203643,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2433,35.204896,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2434,35.206226,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2435,35.207482,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2436,35.209012,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, MON_GETLIST[Malformed Packet]",yes
2437,35.210515,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2438,35.212032,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2439,35.213405,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2440,35.214872,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2441,35.216389,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2442,35.219483,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control[Malformed Packet]",yes
2443,35.221329,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, Unknown",yes
2444,35.222684,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2445,35.224408,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2446,35.225992,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2447,35.227232,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2448,35.228134,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2449,35.228605,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, CLR_TRAP",yes
2450,35.230029,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2451,35.231248,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Request, GET_KERNEL",yes
2452,35.232558,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2453,35.233829,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2454,35.235251,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2455,35.236862,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2456,35.238176,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2457,35.239428,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2458,35.240753,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2459,35.242251,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2460,35.243527,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2461,35.24481,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2462,35.246094,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2463,35.247345,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2464,35.248845,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2465,35.250465,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2466,35.251891,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2467,35.253213,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2468,35.254548,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2469,35.2558,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2470,35.257699,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2471,35.259917,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2472,35.262231,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric passive",yes
2473,35.26495,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2474,35.267329,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, control",yes
2475,35.269573,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2476,35.270991,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2477,35.272302,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2478,35.273562,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2479,35.274795,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, private, Response, Unknown",yes
2480,35.276099,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2481,35.277353,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, server",yes
2482,35.278977,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2483,35.280438,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, broadcast",yes
2484,35.281945,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, symmetric active",yes
2485,35.283294,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2486,35.284624,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, client",yes
2487,35.286227,192.168.159.150,192.168.159.152,NTP,90,"NTP Version 4, reserved",yes
2488,35.533686,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2489,36.533413,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2490,38.177342,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2491,39.199863,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2492,39.539362,192.168.159.151,192.168.159.152,DNS,89,Standard query 0x18c9 A clients1.google.com.mydns.com,no
2493,39.539841,192.168.159.152,192.168.159.151,DNS,137,Standard query response 0x18c9 No such name A clients1.google.com.mydns.com SOA ubuntu.mydns.com,no
2494,39.54088,192.168.159.151,192.168.159.152,DNS,79,Standard query 0xf4fa A clients1.google.com,no
2495,40.220101,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2496,40.537081,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2497,40.537662,192.168.159.151,192.168.159.152,DNS,79,Standard query 0x83e2 A clients1.google.com,no
2498,41.53375,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2499,42.533491,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2500,43.182589,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2501,44.187836,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2502,44.535912,192.168.159.152,192.168.159.151,DNS,79,Standard query response 0x7ff0 Server failure A clients1.google.com,no
2503,44.535972,192.168.159.151,192.168.159.152,ICMP,107,Destination unreachable (Port unreachable),no
2504,44.536008,192.168.159.152,192.168.159.151,DNS,79,Standard query response 0xf4fa Server failure A clients1.google.com,no
2505,44.536032,192.168.159.152,192.168.159.151,DNS,79,Standard query response 0x83e2 Server failure A clients1.google.com,no
2506,44.536137,192.168.159.151,192.168.159.152,DNS,89,Standard query 0xe828 A clients1.google.com.mydns.com,no
2507,44.536276,192.168.159.151,192.168.159.152,DNS,79,Standard query 0x83e2 A clients1.google.com,no
2508,44.536466,192.168.159.152,192.168.159.151,DNS,137,Standard query response 0xe828 No such name A clients1.google.com.mydns.com SOA ubuntu.mydns.com,no
2509,44.536863,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2510,44.781192,VMware_9d:e8:5f,VMware_fe:64:2f,ARP,42,Who has 192.168.159.152? Tell 192.168.159.151,no
2511,44.781647,VMware_fe:64:2f,VMware_9d:e8:5f,ARP,60,192.168.159.152 is at 00:0c:29:fe:64:2f,no
2512,44.83183,192.168.159.151,192.168.159.152,DNS,79,Standard query 0x963f A clients1.google.com,no
2513,45.211913,VMware_c7:28:f6,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,no
2514,45.533441,VMware_fe:64:2f,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,no
2515,46.325863,192.168.159.150,192.168.159.152,TCP,102,"40732  >  11957 [SYN, PSH, URG, AE, Reserved] Seq=0 Win=30110 Urg=33097 Len=48",yes
2516,46.326068,192.168.159.152,192.168.159.150,TCP,60,"11957  >  40732 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
2517,46.328039,192.168.159.150,192.168.159.152,TCP,102,"56860  >  23689 [SYN, CWR, AE, Reserved] Seq=0 Win=22272 Len=48",yes
2518,46.328229,192.168.159.152,192.168.159.150,TCP,60,"23689  >  56860 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
2519,46.330893,192.168.159.150,192.168.159.152,TCP,102,"17911  >  2036 [FIN, SYN, RST, PSH, ACK, URG, AE, Reserved] Seq=0 Ack=1 Win=22958 Urg=60454 Len=48",yes
2520,46.333762,192.168.159.150,192.168.159.152,TCP,102,"20624  >  49285 [FIN, SYN, RST, CWR, AE, Reserved] Seq=0 Win=12622 Len=48",yes
2521,46.336697,192.168.159.150,192.168.159.152,TCP,102,"42403  >  2411 [FIN, SYN, RST, PSH, ACK, CWR, AE, Reserved] Seq=0 Ack=1 Win=15034 Len=48",yes
2522,46.339293,192.168.159.150,192.168.159.152,TCP,102,"26041  >  61921 [SYN, RST, ECE] Seq=0 Win=6144 Len=48",yes
2523,46.342208,192.168.159.150,192.168.159.152,TCP,102,"60971  >  40047 [PSH, Reserved] Seq=1 Win=20100 Len=48",yes
2524,46.342577,192.168.159.152,192.168.159.150,TCP,60,"40047  >  60971 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
2525,46.345196,192.168.159.150,192.168.159.152,TCP,102,"46835  >  61775 [RST, PSH, ACK, CWR, AE] Seq=1 Ack=1 Win=54157 Len=48",yes
2526,46.347859,192.168.159.150,192.168.159.152,TCP,102,"57317  >  37651 [FIN, SYN, ACK, ECE, Reserved] Seq=0 Ack=1 Win=27065 Len=48",yes
2527,46.348059,192.168.159.152,192.168.159.150,TCP,60,37651  >  57317 [RST] Seq=1 Win=0 Len=0,yes
2528,46.350689,192.168.159.150,192.168.159.152,TCP,102,"61893  >  63701 [FIN, RST, ACK, URG, CWR, Reserved] Seq=1 Ack=1 Win=192 Urg=62263 Len=48",yes
2529,46.35354,192.168.159.150,192.168.159.152,TCP,102,"43889  >  62427 [RST, PSH, ACK, ECE, Reserved] Seq=1 Ack=1 Win=38288 Len=48",yes
2530,46.357177,192.168.159.150,192.168.159.152,TCP,102,"10466  >  8802 [PSH, ACK, ECE, Reserved] Seq=1 Ack=1 Win=28685 Len=48",yes
2531,46.357277,192.168.159.152,192.168.159.150,TCP,60,8802  >  10466 [RST] Seq=1 Win=0 Len=0,yes
2532,46.359843,192.168.159.150,192.168.159.152,TCP,102,"38212  >  51383 [SYN, PSH, ACK, URG, CWR, Reserved] Seq=0 Ack=1 Win=53516 Urg=7448 Len=48",yes
2533,46.359866,192.168.159.152,192.168.159.150,TCP,60,51383  >  38212 [RST] Seq=1 Win=0 Len=0,yes
2534,46.363072,192.168.159.150,192.168.159.152,TCP,102,"50900  >  48715 [FIN, ACK, AE, Reserved] Seq=1 Ack=1 Win=54308 Len=48",yes
2535,46.363319,192.168.159.152,192.168.159.150,TCP,60,48715  >  50900 [RST] Seq=1 Win=0 Len=0,yes
2536,46.365869,192.168.159.150,192.168.159.152,TCP,102,"9931  >  52073 [FIN, RST, PSH, ACK, ECE, Reserved] Seq=1 Ack=1 Win=27231 Len=48",yes
2537,46.36838,192.168.159.150,192.168.159.152,TCP,102,"16322  >  46807 [RST, PSH, ACK, Reserved] Seq=1 Ack=1 Win=58494 Len=48",yes
2538,46.370825,192.168.159.150,192.168.159.152,TCP,102,"60444  >  56282 [SYN, RST, PSH, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=4029 Urg=61639 Len=48",yes
